This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200308   ,4.84   ,2.93   ,4.48   ,4.71   ,5.45   ,1.93   ,2.81   ,2.35   ,2.52   ,2.81   ,2.56   ,4.09   ,3.90   ,2.36   ,3.43   ,2.26   ,0.61   ,2.63   ,2.46   ,1.76   ,0.29  ,-0.28   ,1.10  ,-0.60   ,0.97
200309   ,7.64   ,8.75   ,6.34   ,7.37   ,8.58   ,4.59   ,5.00   ,5.24   ,4.19   ,7.40   ,4.61   ,3.89   ,4.89   ,6.39   ,5.20   ,4.73   ,4.29   ,4.49   ,4.96   ,6.72   ,5.25   ,4.40   ,2.66   ,0.73   ,1.02
200310   ,4.44   ,6.31   ,5.67   ,5.16   ,4.93   ,4.55   ,4.80   ,4.11   ,6.45   ,5.86   ,5.87   ,5.99   ,5.77   ,4.76   ,7.02   ,6.67   ,6.97   ,4.82   ,5.32   ,7.12   ,4.11   ,6.80   ,6.09   ,9.89  ,10.46
200311   ,5.71   ,4.52   ,4.60   ,4.29   ,4.81   ,2.36   ,4.81   ,5.10   ,5.31   ,5.12   ,3.06   ,4.97   ,2.73   ,5.90   ,6.41   ,3.87   ,4.94   ,4.72   ,4.94   ,4.08   ,5.13   ,4.11   ,4.35   ,4.00   ,5.08
200312   ,4.48   ,2.97   ,4.82   ,5.32   ,4.79   ,3.95   ,7.05   ,5.36   ,5.28   ,7.04   ,5.51   ,4.64   ,5.67   ,6.49   ,4.93   ,6.04   ,6.77   ,6.84   ,3.84   ,5.46   ,5.72   ,7.89   ,6.09   ,6.65   ,6.85
200401   ,8.88   ,9.72   ,7.61   ,7.30  ,10.15   ,4.59   ,3.93   ,6.77   ,7.28   ,6.91   ,2.60   ,4.57   ,4.85   ,5.01   ,4.78   ,5.07   ,4.38   ,3.09   ,2.72   ,5.36   ,1.33   ,0.71   ,5.14   ,3.95   ,3.55
200402   ,4.89   ,4.88   ,4.88   ,4.48   ,4.82   ,3.50   ,3.76   ,4.09   ,4.41   ,4.53   ,2.79   ,4.88   ,4.07   ,3.71   ,5.38   ,5.45   ,3.22   ,3.15   ,4.10   ,3.93   ,2.82   ,3.53   ,1.34   ,3.10   ,2.49
200403  ,-3.70  ,-3.28  ,-3.13  ,-3.35  ,-2.88  ,-2.52  ,-2.78  ,-2.77  ,-2.49  ,-1.66  ,-3.63  ,-2.20  ,-2.00  ,-1.41  ,-2.25  ,-2.62  ,-1.58  ,-0.82  ,-0.49  ,-3.50  ,-2.85  ,-0.19  ,-2.62  ,-4.39  ,-3.91
200404  ,-3.13  ,-2.35  ,-1.99  ,-2.18  ,-1.92  ,-3.86  ,-1.41  ,-2.05   ,0.66  ,-1.25  ,-0.95  ,-1.13  ,-1.23  ,-1.84  ,-1.24  ,-1.98  ,-2.08  ,-1.22  ,-1.17  ,-1.07  ,-1.24  ,-1.42   ,1.11  ,-0.64  ,-0.81
200405  ,-0.78  ,-1.18  ,-1.13  ,-0.36  ,-0.44  ,-0.27   ,1.43   ,1.58  ,-0.51   ,0.50   ,3.25   ,1.01   ,1.59   ,1.50   ,1.27   ,2.92   ,2.07   ,1.80   ,0.07   ,0.16   ,1.73   ,3.21   ,0.58   ,1.20   ,0.99
200406  ,-1.69  ,-0.54   ,0.68   ,2.46   ,1.11   ,3.04   ,2.84   ,2.28   ,2.76   ,3.04   ,2.88   ,2.55   ,2.17   ,4.41   ,3.95   ,1.46   ,2.12   ,2.16   ,2.16   ,4.67   ,1.25   ,2.51   ,3.59   ,3.58   ,2.77
200407  ,-4.15  ,-2.86  ,-2.54  ,-2.81  ,-2.50  ,-3.85  ,-4.14  ,-3.25  ,-2.27  ,-3.68  ,-3.76  ,-2.82  ,-2.31  ,-2.40  ,-2.08  ,-3.94  ,-3.95  ,-3.36  ,-4.23  ,-2.02  ,-3.36  ,-3.94  ,-3.70  ,-3.61  ,-2.05
200408  ,-1.96  ,-1.03  ,-0.61   ,0.02  ,-0.11  ,-1.75  ,-0.25   ,1.43   ,0.23   ,1.25  ,-0.80   ,0.14   ,0.32   ,0.99   ,1.69   ,0.86  ,-0.33   ,0.69   ,0.14   ,0.87  ,-0.52   ,0.40   ,2.89   ,0.49   ,0.46
200409   ,2.32   ,2.12   ,2.88   ,2.66   ,3.47   ,4.37   ,5.08   ,4.53   ,3.77   ,5.24   ,5.75   ,6.09   ,5.11   ,5.42   ,5.10   ,4.19   ,5.23   ,4.34   ,3.90   ,4.53   ,2.76   ,3.28   ,3.86   ,4.31   ,4.50
200410   ,3.12   ,4.74   ,3.94   ,5.06   ,5.12   ,4.18   ,3.97   ,4.50   ,3.89   ,4.42   ,6.99   ,5.17   ,3.28   ,3.74   ,3.05   ,4.01   ,3.41   ,3.55   ,2.65   ,4.52   ,4.01   ,3.52   ,5.27   ,5.67   ,5.08
200411   ,6.23   ,8.08   ,7.55   ,7.57   ,8.53   ,8.10   ,7.49   ,9.21   ,9.41  ,11.52   ,7.40   ,8.37   ,7.72  ,10.00  ,10.66   ,7.34   ,7.95   ,7.37   ,9.71   ,8.21   ,6.82   ,6.14   ,7.48   ,7.97   ,6.94
200412   ,2.77   ,3.05   ,3.02   ,4.49   ,4.45   ,3.08   ,5.48   ,5.02   ,5.02   ,5.29   ,3.33   ,5.56   ,5.18   ,5.40   ,5.83   ,4.53   ,6.36   ,6.34   ,5.12   ,7.73   ,4.16   ,3.88   ,5.85   ,3.87   ,3.40
200501   ,1.71   ,2.84   ,2.53   ,2.96   ,4.00   ,1.50   ,2.04   ,2.28   ,3.42   ,2.94  ,-1.04   ,2.21   ,2.89   ,2.14   ,2.62  ,-0.63   ,1.92   ,1.00   ,0.84   ,0.41  ,-1.64  ,-1.39   ,0.16  ,-1.34   ,0.03
200502   ,7.51   ,5.70   ,6.96   ,6.73   ,8.03   ,5.12   ,4.19   ,5.10   ,4.40   ,5.95   ,5.67   ,3.73   ,4.43   ,6.07   ,7.10   ,5.16   ,3.77   ,4.91   ,6.64   ,5.20   ,2.25   ,3.82   ,4.93   ,6.09   ,5.06
200503  ,-3.03  ,-2.76  ,-3.68  ,-3.02  ,-1.63  ,-4.60  ,-1.89  ,-2.09  ,-2.65  ,-2.55  ,-2.69  ,-2.56  ,-2.60  ,-1.22  ,-1.60  ,-3.20  ,-3.12  ,-2.26  ,-3.93  ,-2.22  ,-1.32  ,-2.74  ,-1.82  ,-0.65  ,-3.15
200504  ,-3.64  ,-2.37  ,-1.78  ,-3.46  ,-1.93  ,-3.16  ,-3.83  ,-1.98  ,-1.43  ,-1.24  ,-4.06  ,-3.29  ,-2.51  ,-2.12  ,-0.49  ,-3.91  ,-2.72  ,-3.12  ,-4.36  ,-2.49  ,-1.04  ,-1.75  ,-3.87  ,-4.45  ,-1.00
200505  ,-4.62  ,-3.43  ,-3.30  ,-2.68  ,-2.49  ,-1.42  ,-1.99  ,-1.44   ,0.11  ,-0.59  ,-0.49  ,-1.01   ,0.06   ,0.26  ,-0.28   ,0.34   ,1.39   ,1.37   ,1.39   ,0.45  ,-0.24   ,0.34  ,-0.34   ,1.35   ,0.44
200506   ,1.29   ,0.90   ,1.05   ,2.37   ,2.13   ,0.44   ,0.65   ,1.42   ,1.25   ,3.66   ,2.14   ,1.20   ,3.08   ,4.87   ,4.06   ,0.55   ,0.85   ,1.50   ,2.05   ,1.67   ,0.24   ,1.63   ,2.93   ,1.62   ,1.98
200507   ,1.68   ,2.73   ,3.79   ,3.22   ,5.02   ,3.31   ,3.60   ,4.56   ,4.38   ,5.36   ,6.30   ,4.10   ,7.19   ,4.81   ,3.60   ,3.69   ,3.35   ,3.45   ,5.90   ,4.96   ,2.62   ,4.24   ,5.14   ,2.87   ,5.62
200508   ,4.32   ,6.32   ,3.83   ,4.77   ,4.88   ,5.58   ,4.65   ,4.26   ,3.89   ,3.17   ,3.84   ,3.68   ,6.14   ,4.28   ,3.85   ,2.04   ,3.14   ,2.60   ,3.74   ,3.82   ,2.62   ,2.31   ,4.61   ,1.59   ,2.27
200509  ,-1.49   ,1.61   ,1.46   ,0.00   ,0.26   ,0.39   ,1.79   ,2.40   ,0.72   ,0.56   ,2.12   ,2.82   ,0.93   ,2.34   ,2.06   ,1.64   ,1.60   ,6.26   ,3.02   ,1.65   ,0.81   ,2.48   ,2.15   ,0.93   ,2.68
200510  ,-5.44  ,-3.35  ,-3.45  ,-2.96  ,-1.60  ,-3.57  ,-2.96  ,-3.47  ,-4.11  ,-3.26  ,-4.67  ,-3.34  ,-5.42  ,-5.45  ,-3.69  ,-3.36  ,-5.06  ,-3.58  ,-4.51  ,-5.00  ,-2.08  ,-2.58  ,-2.04  ,-3.50  ,-2.61
200511  ,-0.89   ,0.33  ,-0.29  ,-0.30  ,-0.74   ,1.57   ,0.11   ,2.31   ,1.33   ,0.84   ,2.27   ,2.02  ,-0.01   ,1.74   ,3.10   ,2.35   ,1.06   ,2.40   ,2.26   ,3.24   ,1.58   ,0.66   ,3.83   ,1.16   ,2.76
200512   ,3.52   ,3.45   ,2.48   ,3.83   ,4.12   ,5.41   ,4.37   ,5.21   ,4.81   ,3.66   ,5.23   ,3.12   ,6.84   ,4.75   ,4.67   ,3.51   ,4.92   ,5.15   ,4.75   ,8.19   ,4.05   ,7.56   ,4.58   ,4.12   ,3.22
200601  ,10.35   ,8.69  ,10.10   ,8.32   ,9.33   ,8.34   ,8.90   ,8.59   ,8.24   ,8.11   ,8.44   ,8.09   ,6.15   ,8.37   ,8.85   ,6.60   ,7.94   ,9.14   ,8.96   ,9.99   ,3.92   ,7.13   ,6.58   ,6.92  ,10.17
200602   ,2.15   ,1.20   ,2.03   ,2.57   ,2.77   ,2.32   ,3.67   ,3.00   ,3.82   ,2.48   ,1.05   ,2.41   ,1.72   ,3.52   ,3.62   ,0.78   ,2.14   ,2.80   ,4.38   ,3.00  ,-0.22   ,0.05   ,0.69   ,0.00   ,2.79
200603   ,5.54   ,5.98   ,4.67   ,3.41   ,4.56   ,3.16   ,4.60   ,5.40   ,5.83   ,5.72   ,4.36   ,2.82   ,4.69   ,6.04   ,6.87   ,3.83   ,5.27   ,6.00   ,5.75   ,6.33   ,3.52   ,4.54   ,2.50   ,5.34   ,6.48
200604   ,7.43   ,7.85   ,5.48   ,7.14   ,8.41   ,4.96   ,7.22   ,6.85   ,7.32   ,6.76   ,7.32   ,6.43   ,6.98   ,5.21   ,4.84   ,6.79   ,5.81   ,4.42   ,6.92   ,5.75   ,4.74   ,6.84   ,6.06   ,6.92   ,4.79
200605  ,-3.64  ,-4.64  ,-4.39  ,-3.62  ,-1.67  ,-2.18  ,-3.16  ,-2.44  ,-4.12  ,-2.98  ,-5.36  ,-2.88  ,-3.69  ,-5.29  ,-3.13  ,-3.32  ,-3.78  ,-3.52  ,-4.03  ,-3.86  ,-2.28  ,-2.81  ,-4.66  ,-3.19  ,-3.89
200606  ,-3.07  ,-3.21  ,-1.52  ,-2.54  ,-1.53  ,-2.48  ,-2.01  ,-0.41  ,-2.02  ,-0.77  ,-0.15  ,-0.62  ,-0.34  ,-0.61  ,-0.87  ,-0.34  ,-0.31  ,-0.39   ,0.74   ,1.10   ,2.49   ,0.68   ,1.25  ,-0.44   ,1.22
200607  ,-1.43  ,-0.91  ,-0.13  ,-0.91   ,0.14  ,-0.81  ,-0.37  ,-0.30   ,0.33   ,0.48  ,-2.48  ,-0.35  ,-1.36   ,0.26   ,1.75  ,-0.18   ,0.08   ,0.53   ,1.07   ,2.09   ,0.69   ,0.71   ,1.36   ,0.90   ,2.19
200608   ,2.82   ,2.42   ,1.74   ,2.53   ,3.74   ,2.67   ,2.88   ,2.50   ,3.44   ,3.04   ,3.84   ,3.23   ,2.35   ,3.31   ,3.41   ,2.92   ,3.70   ,3.72   ,2.45   ,3.49   ,3.16   ,2.85   ,4.37   ,5.39   ,3.78
200609   ,0.13  ,-0.26  ,-0.07  ,-0.62  ,-0.30   ,2.15   ,0.48  ,-1.11   ,1.39   ,0.71   ,0.49   ,2.54   ,3.06   ,0.76   ,1.84   ,1.44   ,1.71   ,0.81   ,1.27   ,2.37   ,1.39   ,1.61   ,3.44   ,2.26   ,1.71
200610   ,0.86   ,1.88   ,1.27   ,2.11   ,3.05   ,5.27   ,3.70   ,6.83   ,5.35   ,4.86   ,2.12   ,5.75   ,5.22   ,4.57   ,5.00   ,4.68   ,4.97   ,5.26   ,5.72   ,5.53   ,4.34   ,4.48   ,3.74   ,3.23   ,5.61
200611   ,4.95   ,5.51   ,4.59   ,4.93   ,5.39   ,5.61   ,7.57   ,5.22   ,7.19   ,6.35   ,6.10   ,6.65   ,5.47   ,5.19   ,6.21   ,5.46   ,4.16   ,5.60   ,7.01   ,4.46   ,3.58   ,5.11   ,4.71   ,4.68   ,3.26
200612   ,2.43   ,4.82   ,4.62   ,2.47   ,2.46   ,6.27   ,5.04   ,4.03   ,3.17   ,3.58   ,5.30   ,4.78   ,4.39   ,3.50   ,5.46   ,2.81   ,4.28   ,4.58   ,6.19   ,4.82   ,3.35   ,3.12   ,3.64   ,4.67   ,5.47
200701   ,4.53   ,3.88   ,3.43   ,4.92   ,4.49   ,2.68   ,2.36   ,4.77   ,4.57   ,3.05   ,0.81   ,2.31   ,3.54   ,1.68   ,2.76   ,0.40   ,1.77   ,2.87   ,0.71   ,1.18   ,1.64   ,1.04   ,1.96   ,1.49   ,2.23
200702   ,0.58   ,1.16   ,1.01   ,1.50   ,2.35   ,0.19   ,1.90   ,1.34   ,2.16   ,0.86   ,0.68   ,0.49   ,1.27   ,0.50   ,0.99   ,1.00   ,0.00   ,0.96  ,-0.56   ,1.03  ,-0.14   ,0.34  ,-0.03  ,-0.78   ,0.47
200703   ,2.41   ,3.17   ,2.64   ,3.08   ,3.85   ,3.17   ,3.92   ,4.22   ,4.59   ,6.89   ,5.38   ,4.73   ,6.66   ,4.24   ,4.77   ,4.26   ,5.29   ,7.18   ,5.70   ,4.77   ,4.52   ,5.80   ,4.23   ,6.60   ,4.98
200704   ,4.68   ,6.41   ,6.56   ,6.46   ,5.46   ,4.07   ,5.46   ,5.28   ,5.21   ,5.99   ,3.88   ,4.91   ,5.52   ,4.91   ,5.03   ,4.67   ,4.88   ,4.31   ,5.53   ,5.99   ,5.10   ,5.52   ,6.07   ,6.65   ,7.70
200705  ,-1.09   ,1.00  ,-0.05   ,0.92   ,2.43   ,0.96   ,2.63   ,1.28   ,0.74   ,0.36   ,0.45   ,0.17   ,1.76  ,-0.87  ,-0.93   ,1.57   ,1.66   ,1.95   ,0.92   ,1.10   ,1.66   ,2.33   ,2.78   ,0.21   ,1.48
200706  ,-0.28   ,0.82   ,1.07   ,2.68   ,2.38  ,-0.24   ,1.10   ,0.70   ,0.87  ,-1.02  ,-2.32  ,-1.27  ,-1.77  ,-1.77  ,-2.34   ,0.04  ,-0.96  ,-1.57  ,-0.38  ,-1.58  ,-0.06   ,0.82  ,-0.74   ,0.34  ,-1.16
200707  ,-0.69   ,0.46  ,-0.11   ,1.59   ,0.19  ,-0.76   ,0.32  ,-0.78  ,-0.26  ,-0.47   ,1.09  ,-1.80   ,0.43   ,0.07  ,-0.14  ,-0.65  ,-0.01  ,-1.09  ,-2.59  ,-1.98  ,-1.37  ,-0.67  ,-1.73  ,-2.39  ,-1.08
200708  ,-5.89  ,-5.33  ,-5.06  ,-4.40  ,-4.19  ,-5.45  ,-4.10  ,-4.65  ,-3.74  ,-2.95  ,-2.19  ,-4.22  ,-3.11  ,-3.26  ,-3.01  ,-2.18  ,-2.26  ,-3.54  ,-2.91  ,-3.73   ,0.11  ,-1.58  ,-1.30  ,-2.77  ,-1.97
200709   ,2.34   ,2.78   ,1.90   ,2.54   ,2.19   ,1.50   ,2.66   ,2.15   ,1.74   ,2.09   ,2.81   ,1.45   ,1.27   ,0.09   ,1.40   ,5.08   ,4.25   ,0.74   ,0.72   ,3.52   ,7.32   ,5.50   ,4.42   ,4.29   ,5.14
200710   ,1.85   ,2.43   ,1.82   ,1.96   ,1.86   ,5.65   ,4.43   ,4.06   ,4.46   ,3.67   ,6.53   ,5.79   ,7.16   ,5.55   ,2.77   ,4.16   ,4.50   ,3.27   ,4.34   ,4.17   ,5.77   ,5.01   ,4.88   ,3.44   ,3.97
200711  ,-6.34  ,-7.70  ,-7.97  ,-7.50  ,-5.60  ,-9.50  ,-7.84  ,-9.48  ,-6.80  ,-7.03  ,-8.23  ,-8.46  ,-8.06  ,-6.62  ,-6.13  ,-6.51  ,-4.89  ,-5.60  ,-7.43  ,-7.83  ,-1.25  ,-1.88  ,-1.89  ,-5.60  ,-6.06
200712  ,-4.33  ,-3.04  ,-3.05  ,-2.63  ,-3.22  ,-3.70  ,-3.88  ,-3.14  ,-2.58  ,-1.18  ,-2.41  ,-3.66  ,-3.07  ,-2.05  ,-2.06  ,-1.88  ,-3.15  ,-2.39  ,-3.49  ,-3.83  ,-2.79  ,-1.54  ,-1.27  ,-1.77  ,-2.08
200801  ,-6.35  ,-7.17  ,-7.63  ,-7.79  ,-5.35 ,-10.70 ,-12.26  ,-8.70  ,-9.97  ,-8.57 ,-11.80  ,-7.91 ,-11.41  ,-8.38  ,-8.12 ,-10.01  ,-8.65  ,-8.97  ,-8.75 ,-10.48  ,-7.39  ,-8.75  ,-8.54  ,-8.74 ,-10.71
200802   ,2.33   ,3.40   ,3.11   ,2.98   ,2.68   ,6.83   ,5.24   ,4.62   ,5.56   ,4.67   ,3.40   ,5.88   ,5.30   ,3.92   ,7.07   ,3.45   ,6.12   ,1.31   ,2.83   ,4.06   ,2.19   ,3.00   ,5.16   ,2.69   ,1.62
200803  ,-3.53  ,-1.21  ,-2.23  ,-1.31  ,-2.04  ,-1.26  ,-0.60  ,-0.95   ,0.53   ,1.27   ,0.57   ,2.00   ,1.42   ,0.75   ,1.24   ,1.77   ,0.78  ,-0.09   ,1.30   ,2.84   ,0.11  ,-0.01   ,5.64   ,1.28   ,4.04
200804   ,0.65   ,1.45   ,2.35   ,1.76   ,1.10   ,1.41   ,1.68   ,2.13   ,2.14   ,2.04   ,2.07   ,2.70   ,3.90   ,2.78   ,1.17   ,0.83   ,2.61   ,1.64   ,1.79   ,3.77   ,4.75   ,4.50   ,3.86   ,4.43   ,3.99
200805   ,0.15   ,1.83   ,1.60   ,0.66   ,0.83   ,1.60   ,0.09  ,-0.36   ,1.06   ,0.85   ,1.93  ,-0.03   ,2.98   ,0.74   ,0.67   ,1.65   ,1.14  ,-0.47   ,0.47  ,-0.47   ,2.17   ,1.95   ,1.76   ,0.37  ,-0.42
200806  ,-7.01  ,-5.50  ,-5.84  ,-6.15  ,-4.12  ,-8.88  ,-8.27  ,-7.57  ,-6.98  ,-6.33  ,-8.99 ,-10.94  ,-8.16 ,-10.22  ,-7.87 ,-10.99  ,-8.89 ,-10.91 ,-12.44 ,-12.97  ,-6.49  ,-9.94 ,-10.75 ,-12.93 ,-10.54
200807  ,-5.54  ,-5.25  ,-6.35  ,-6.01  ,-6.44  ,-5.05  ,-4.75  ,-4.91  ,-5.73  ,-4.46  ,-5.49  ,-5.28  ,-3.42  ,-5.49  ,-5.78  ,-3.49  ,-4.49  ,-5.78  ,-6.61  ,-5.90  ,-3.28  ,-5.44  ,-3.59  ,-1.70  ,-3.72
200808  ,-7.34  ,-6.18  ,-5.60  ,-6.69  ,-5.64  ,-4.24  ,-3.42  ,-3.76  ,-4.38  ,-3.37  ,-5.49  ,-3.32  ,-4.38  ,-4.53  ,-1.92  ,-4.34  ,-2.78  ,-1.15  ,-3.36  ,-1.43  ,-3.78  ,-3.00  ,-5.27  ,-4.89  ,-0.17
200809 ,-13.74 ,-15.43 ,-15.67 ,-16.47 ,-15.29 ,-15.97 ,-17.65 ,-17.44 ,-18.33 ,-16.21 ,-19.41 ,-18.96 ,-17.97 ,-18.01 ,-15.79 ,-14.79 ,-17.32 ,-14.61 ,-14.79 ,-18.27 ,-14.58 ,-16.01 ,-14.61 ,-16.53 ,-16.79
200810 ,-24.52 ,-25.43 ,-26.01 ,-25.58 ,-24.96 ,-27.66 ,-28.11 ,-24.71 ,-28.19 ,-27.53 ,-28.08 ,-27.63 ,-28.16 ,-26.73 ,-27.32 ,-25.97 ,-24.69 ,-23.93 ,-25.08 ,-28.90 ,-23.02 ,-20.54 ,-24.44 ,-25.96 ,-28.64
200811  ,-7.07  ,-7.88  ,-8.17  ,-8.57  ,-6.20 ,-11.76  ,-7.81  ,-8.03  ,-9.75 ,-11.40  ,-8.10  ,-5.88  ,-8.24  ,-8.91  ,-6.65  ,-7.10  ,-6.23  ,-7.18  ,-5.89  ,-9.99  ,-3.05  ,-7.43  ,-6.98  ,-8.81  ,-9.29
200812  ,-0.78  ,-1.18  ,-0.49   ,1.57   ,0.85   ,3.95   ,4.82   ,3.45   ,3.95   ,9.52   ,5.03   ,7.77   ,7.23  ,11.63   ,9.12   ,6.91   ,4.33   ,7.71   ,7.20   ,7.90   ,8.30  ,11.03   ,6.55   ,7.27   ,2.15
200901  ,-2.48  ,-2.50  ,-2.00  ,-3.32  ,-2.34  ,-4.16  ,-4.84  ,-5.24  ,-1.36  ,-6.45  ,-5.55  ,-7.35  ,-6.08 ,-12.07  ,-3.76  ,-8.06  ,-7.54  ,-0.81  ,-9.95  ,-9.31  ,-9.11 ,-10.75 ,-10.70 ,-15.32 ,-14.72
200902  ,-3.89  ,-3.74  ,-4.91  ,-3.58  ,-4.47  ,-4.33  ,-4.77  ,-6.97  ,-4.36  ,-9.09  ,-6.38  ,-6.12  ,-9.04  ,-9.81  ,-6.12  ,-5.02  ,-7.13 ,-10.02  ,-8.61 ,-13.30  ,-6.76  ,-8.05  ,-9.42  ,-9.86 ,-14.87
200903   ,7.94   ,7.04   ,3.30   ,4.70   ,4.06   ,9.12   ,6.23   ,3.70   ,6.48   ,5.48  ,10.23   ,6.40   ,6.89   ,6.67  ,11.14   ,6.52   ,7.30   ,9.61  ,12.08  ,14.43   ,7.44   ,7.32   ,8.12  ,14.38  ,17.13
200904  ,14.37  ,18.14  ,17.78  ,18.28  ,18.77  ,20.71  ,25.58  ,23.13  ,20.63  ,25.50  ,20.87  ,19.47  ,23.83  ,25.34  ,22.94  ,22.53  ,18.28  ,18.25  ,25.15  ,28.37  ,13.81  ,11.97  ,16.64  ,23.53  ,28.47
200905  ,18.01  ,16.59  ,15.96  ,16.28  ,16.23  ,15.21  ,17.32  ,14.65  ,17.44  ,14.00  ,14.90  ,17.60  ,13.73  ,17.62  ,13.62  ,13.80  ,16.98  ,13.21  ,10.85  ,14.24  ,12.51  ,14.78  ,12.88  ,11.99  ,19.57
200906   ,0.17   ,0.51   ,1.71   ,0.91  ,-0.01   ,1.30   ,2.23   ,1.00  ,-0.72  ,-1.67   ,0.92   ,0.06  ,-0.67  ,-2.27  ,-3.13  ,-1.22  ,-0.71  ,-1.49  ,-3.39  ,-2.27  ,-2.08  ,-2.51  ,-0.78  ,-2.48  ,-2.55
200907   ,3.46   ,3.14   ,3.96   ,4.20   ,4.57   ,4.78   ,5.92   ,6.87   ,6.68   ,8.44   ,6.40   ,7.88   ,6.52  ,10.19  ,10.44   ,8.58   ,7.00  ,10.54   ,9.78  ,13.29   ,6.70  ,10.84  ,10.48  ,12.56  ,13.69
200908   ,3.21   ,4.98   ,7.79   ,6.63   ,9.42   ,5.13   ,7.31   ,6.97   ,8.79  ,14.62   ,3.54   ,3.98   ,7.21  ,11.18  ,10.95   ,5.49   ,3.45   ,4.71   ,8.47  ,12.38   ,2.50   ,2.59   ,7.20   ,6.42  ,10.24
200909   ,7.61   ,5.52   ,4.93   ,4.85   ,6.42   ,6.48   ,7.09   ,6.30   ,7.92   ,7.36   ,8.53   ,5.75   ,6.11   ,7.11   ,6.89   ,6.74   ,5.81   ,6.55   ,7.14   ,7.76   ,3.45   ,7.11   ,6.70   ,6.15   ,7.53
200910  ,-0.78   ,1.12   ,0.84   ,0.47   ,2.08  ,-0.40  ,-0.87  ,-0.26  ,-1.19  ,-0.40   ,0.27   ,0.06   ,0.33  ,-2.71  ,-1.79  ,-3.09  ,-2.32  ,-2.18  ,-2.57  ,-4.14   ,0.28  ,-0.19  ,-0.92  ,-2.04  ,-4.47
200911   ,0.22   ,0.23   ,1.90   ,0.22  ,-0.87   ,0.92  ,-0.14  ,-1.22   ,0.86   ,0.37   ,2.82   ,2.73   ,1.91   ,3.63   ,0.47   ,3.92   ,4.15   ,3.26   ,1.92   ,0.40   ,3.11   ,3.99   ,4.14   ,2.68   ,1.85
200912  ,-3.97  ,-2.94  ,-1.54  ,-2.66  ,-3.42   ,0.70  ,-1.07   ,0.08  ,-0.93  ,-2.13   ,2.35   ,0.23  ,-0.88   ,0.00   ,0.46   ,3.95   ,0.86   ,1.30   ,0.62  ,-1.86   ,0.93   ,0.50   ,1.22   ,0.33  ,-1.35
201001   ,1.13  ,-0.05  ,-1.35  ,-0.19   ,0.53  ,-0.16  ,-1.25  ,-0.75  ,-1.14  ,-1.06  ,-0.78  ,-2.65  ,-3.49  ,-1.45  ,-2.38  ,-3.32  ,-3.91  ,-1.25  ,-2.78  ,-4.45  ,-3.59  ,-4.76  ,-5.31  ,-5.91  ,-5.69
201002  ,-3.47  ,-2.92  ,-2.51  ,-2.31  ,-3.49  ,-4.07  ,-1.73  ,-2.92  ,-2.84  ,-3.29  ,-2.87  ,-2.48  ,-1.83  ,-1.24  ,-3.96  ,-0.98  ,-3.28  ,-3.58  ,-2.20  ,-4.57  ,-0.97  ,-0.66  ,-1.92  ,-3.24  ,-1.18
201003   ,0.58   ,1.44   ,3.10   ,1.84   ,3.78   ,2.92   ,4.98   ,3.55   ,6.59   ,7.07   ,5.42   ,6.22   ,7.88   ,8.02   ,8.72   ,7.24   ,6.48   ,8.51   ,6.77  ,10.64   ,4.11   ,6.34   ,6.73   ,7.54   ,9.42
201004   ,0.48   ,0.24   ,1.17   ,1.27   ,1.52  ,15.31  ,-1.20   ,1.76  ,-0.24   ,1.76   ,0.20   ,0.78  ,-0.70   ,0.10  ,-1.36  ,-2.73   ,0.29   ,0.26   ,0.11  ,-1.34  ,-2.12  ,-1.62  ,-1.23   ,0.61  ,-3.73
201005 ,-10.92 ,-10.28 ,-10.27 ,-10.42 ,-11.50 ,-11.48 ,-11.68 ,-13.74 ,-12.65 ,-14.17 ,-10.19 ,-12.14 ,-11.27 ,-11.80 ,-16.08 ,-10.87 ,-11.47 ,-12.46 ,-14.13 ,-15.44 ,-10.55 ,-10.28 ,-12.89 ,-12.66 ,-14.04
201006  ,-0.31  ,-0.29   ,2.32   ,0.47  ,-0.18  ,-1.30  ,-0.54   ,0.44   ,1.59  ,-4.17  ,-0.62  ,-0.56  ,-0.41  ,-1.28  ,-5.07  ,-0.59   ,1.42   ,0.46  ,-1.36  ,-5.09   ,1.47  ,-0.57  ,-1.92  ,-0.38  ,-2.59
