This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200012    ,365    ,441    ,483    ,485   ,1807    ,129    ,150    ,151    ,124    ,248     ,98     ,92     ,78     ,84    ,134     ,65     ,53     ,61     ,63     ,80     ,53     ,64     ,64     ,52     ,28
200101    ,363    ,439    ,480    ,483   ,1793    ,129    ,149    ,150    ,123    ,246     ,98     ,92     ,78     ,84    ,133     ,65     ,52     ,60     ,63     ,79     ,51     ,64     ,64     ,51     ,27
200102    ,362    ,437    ,477    ,480   ,1785    ,129    ,149    ,149    ,121    ,245     ,98     ,92     ,78     ,84    ,133     ,65     ,52     ,60     ,63     ,77     ,51     ,64     ,64     ,51     ,27
200103    ,362    ,437    ,476    ,477   ,1772    ,129    ,148    ,149    ,119    ,238     ,98     ,92     ,78     ,84    ,132     ,65     ,52     ,60     ,63     ,76     ,51     ,64     ,64     ,51     ,27
200104    ,361    ,434    ,471    ,475   ,1757    ,129    ,147    ,149    ,118    ,236     ,98     ,91     ,78     ,83    ,132     ,64     ,52     ,60     ,62     ,75     ,51     ,64     ,64     ,51     ,27
200105    ,361    ,433    ,470    ,475   ,1748    ,129    ,147    ,148    ,118    ,233     ,97     ,91     ,78     ,82    ,132     ,64     ,51     ,60     ,62     ,73     ,51     ,64     ,64     ,50     ,27
200106    ,361    ,433    ,470    ,472   ,1735    ,129    ,146    ,148    ,117    ,232     ,96     ,91     ,78     ,82    ,131     ,63     ,51     ,60     ,62     ,73     ,50     ,64     ,64     ,50     ,27
200107    ,505    ,507    ,525    ,736   ,1931    ,143    ,146    ,117    ,171    ,235     ,81     ,74     ,79     ,88    ,135     ,66     ,59     ,50     ,64     ,68     ,51     ,56     ,70     ,47     ,30
200108    ,504    ,505    ,523    ,733   ,1919    ,143    ,146    ,116    ,168    ,228     ,81     ,73     ,76     ,87    ,135     ,66     ,59     ,48     ,64     ,68     ,51     ,56     ,70     ,47     ,30
200109    ,504    ,504    ,521    ,733   ,1907    ,143    ,146    ,116    ,166    ,227     ,81     ,73     ,75     ,86    ,135     ,66     ,59     ,48     ,64     ,68     ,51     ,56     ,70     ,47     ,30
200110    ,500    ,502    ,519    ,729   ,1891    ,143    ,146    ,114    ,166    ,225     ,81     ,73     ,75     ,85    ,134     ,66     ,59     ,48     ,64     ,67     ,51     ,56     ,69     ,46     ,30
200111    ,499    ,502    ,516    ,725   ,1881    ,143    ,146    ,113    ,165    ,222     ,81     ,71     ,74     ,84    ,133     ,66     ,58     ,47     ,64     ,67     ,51     ,55     ,69     ,46     ,30
200112    ,499    ,501    ,515    ,724   ,1863    ,143    ,145    ,113    ,160    ,221     ,81     ,71     ,73     ,84    ,133     ,66     ,58     ,47     ,64     ,67     ,51     ,54     ,69     ,46     ,30
200201    ,495    ,496    ,508    ,719   ,1852    ,143    ,145    ,112    ,159    ,219     ,81     ,68     ,73     ,84    ,132     ,66     ,57     ,47     ,64     ,67     ,51     ,54     ,68     ,46     ,30
200202    ,494    ,494    ,506    ,718   ,1836    ,142    ,145    ,112    ,157    ,218     ,80     ,68     ,72     ,84    ,132     ,66     ,57     ,47     ,64     ,66     ,51     ,54     ,68     ,46     ,30
200203    ,492    ,491    ,504    ,713   ,1825    ,142    ,144    ,111    ,156    ,217     ,80     ,66     ,72     ,83    ,132     ,66     ,57     ,47     ,64     ,66     ,51     ,54     ,67     ,46     ,30
200204    ,492    ,489    ,502    ,711   ,1818    ,142    ,142    ,109    ,154    ,216     ,79     ,66     ,71     ,83    ,131     ,66     ,57     ,47     ,64     ,66     ,51     ,54     ,67     ,46     ,30
200205    ,489    ,488    ,502    ,710   ,1809    ,142    ,141    ,109    ,154    ,216     ,79     ,66     ,70     ,83    ,131     ,66     ,57     ,47     ,64     ,66     ,51     ,53     ,67     ,46     ,30
200206    ,487    ,487    ,501    ,704   ,1797    ,142    ,141    ,108    ,154    ,216     ,79     ,66     ,70     ,83    ,131     ,66     ,57     ,47     ,63     ,66     ,51     ,53     ,67     ,46     ,30
200207    ,473    ,502    ,480    ,761   ,2044    ,103    ,132    ,128    ,158    ,212     ,64     ,71     ,58     ,86    ,128     ,60     ,56     ,56     ,66     ,65     ,58     ,61     ,54     ,51     ,34
200208    ,471    ,496    ,475    ,756   ,2022    ,103    ,131    ,128    ,158    ,209     ,62     ,70     ,58     ,86    ,128     ,59     ,55     ,56     ,66     ,65     ,58     ,61     ,54     ,51     ,33
200209    ,469    ,493    ,469    ,748   ,2010    ,101    ,128    ,128    ,154    ,208     ,59     ,70     ,58     ,86    ,127     ,59     ,55     ,56     ,64     ,63     ,58     ,61     ,53     ,51     ,32
200210    ,468    ,490    ,464    ,743   ,1992    ,100    ,128    ,128    ,151    ,207     ,59     ,69     ,58     ,86    ,126     ,58     ,55     ,56     ,64     ,63     ,58     ,61     ,53     ,51     ,32
200211    ,468    ,489    ,457    ,739   ,1975     ,98    ,126    ,127    ,151    ,206     ,58     ,68     ,58     ,86    ,126     ,57     ,55     ,56     ,64     ,62     ,58     ,61     ,53     ,51     ,32
200212    ,467    ,489    ,456    ,737   ,1970     ,97    ,126    ,127    ,151    ,205     ,56     ,68     ,58     ,86    ,125     ,57     ,54     ,56     ,64     ,62     ,58     ,60     ,53     ,51     ,32
200301    ,463    ,487    ,454    ,735   ,1952     ,97    ,125    ,127    ,149    ,204     ,55     ,65     ,57     ,84    ,123     ,57     ,53     ,56     ,64     ,61     ,58     ,60     ,53     ,51     ,32
200302    ,459    ,482    ,453    ,734   ,1937     ,94    ,123    ,127    ,148    ,203     ,55     ,63     ,57     ,84    ,122     ,57     ,53     ,55     ,64     ,61     ,58     ,60     ,53     ,51     ,32
200303    ,458    ,481    ,452    ,731   ,1922     ,93    ,122    ,126    ,147    ,201     ,55     ,63     ,57     ,83    ,122     ,57     ,52     ,55     ,64     ,61     ,58     ,60     ,53     ,51     ,32
200304    ,455    ,479    ,449    ,728   ,1906     ,93    ,121    ,125    ,147    ,201     ,55     ,63     ,57     ,81    ,121     ,57     ,52     ,55     ,62     ,61     ,58     ,60     ,53     ,51     ,32
200305    ,451    ,473    ,445    ,725   ,1899     ,93    ,121    ,124    ,147    ,200     ,55     ,63     ,57     ,81    ,120     ,56     ,52     ,55     ,62     ,61     ,58     ,60     ,53     ,51     ,31
200306    ,448    ,472    ,443    ,723   ,1882     ,93    ,119    ,123    ,146    ,199     ,53     ,62     ,57     ,81    ,118     ,55     ,50     ,55     ,61     ,61     ,57     ,60     ,53     ,51     ,31
200307    ,473    ,376    ,461    ,690   ,1995     ,76    ,129    ,133    ,137    ,205     ,55     ,65     ,78     ,90     ,98     ,62     ,54     ,58     ,52     ,68     ,57     ,55     ,55     ,49     ,34
200308    ,469    ,372    ,459    ,689   ,1982     ,76    ,128    ,131    ,134    ,202     ,55     ,65     ,76     ,90     ,96     ,61     ,54     ,58     ,52     ,68     ,57     ,55     ,55     ,49     ,34
200309    ,467    ,370    ,458    ,684   ,1969     ,76    ,127    ,131    ,134    ,201     ,55     ,63     ,75     ,90     ,96     ,60     ,54     ,58     ,52     ,67     ,56     ,54     ,55     ,49     ,34
200310    ,466    ,369    ,458    ,682   ,1956     ,76    ,127    ,131    ,134    ,200     ,54     ,63     ,75     ,90     ,94     ,60     ,53     ,58     ,52     ,67     ,56     ,53     ,55     ,49     ,34
200311    ,459    ,367    ,456    ,681   ,1935     ,76    ,126    ,131    ,133    ,199     ,54     ,63     ,75     ,90     ,94     ,60     ,53     ,58     ,51     ,67     ,56     ,53     ,55     ,49     ,34
200312    ,456    ,364    ,455    ,678   ,1926     ,76    ,126    ,131    ,133    ,197     ,52     ,63     ,74     ,90     ,94     ,60     ,53     ,58     ,51     ,67     ,56     ,53     ,55     ,49     ,34
200401    ,451    ,359    ,450    ,674   ,1909     ,75    ,125    ,130    ,132    ,196     ,52     ,62     ,74     ,90     ,94     ,60     ,52     ,57     ,50     ,66     ,56     ,53     ,55     ,49     ,34
200402    ,447    ,358    ,446    ,670   ,1902     ,75    ,125    ,128    ,132    ,195     ,52     ,62     ,73     ,90     ,94     ,59     ,51     ,56     ,49     ,66     ,56     ,53     ,55     ,49     ,34
200403    ,445    ,356    ,445    ,667   ,1894     ,75    ,125    ,128    ,131    ,194     ,52     ,62     ,73     ,90     ,94     ,58     ,50     ,56     ,49     ,65     ,56     ,53     ,55     ,49     ,34
200404    ,444    ,355    ,444    ,667   ,1880     ,75    ,125    ,128    ,129    ,194     ,51     ,62     ,73     ,90     ,94     ,58     ,50     ,55     ,48     ,64     ,56     ,53     ,55     ,49     ,34
200405    ,443    ,354    ,443    ,661   ,1875     ,75    ,125    ,128    ,128    ,194     ,50     ,61     ,73     ,90     ,94     ,58     ,49     ,55     ,48     ,64     ,55     ,52     ,55     ,49     ,34
200406    ,443    ,353    ,443    ,659   ,1868     ,73    ,124    ,127    ,126    ,194     ,49     ,61     ,72     ,88     ,93     ,58     ,49     ,55     ,48     ,64     ,55     ,51     ,55     ,49     ,34
200407    ,600    ,454    ,486    ,610   ,1620    ,104    ,140    ,126    ,126    ,180     ,58     ,65     ,84     ,79     ,94     ,65     ,52     ,51     ,57     ,69     ,57     ,66     ,61     ,52     ,44
200408    ,592    ,453    ,483    ,608   ,1606    ,104    ,140    ,126    ,126    ,180     ,58     ,64     ,83     ,79     ,94     ,64     ,51     ,50     ,57     ,69     ,55     ,66     ,61     ,52     ,44
200409    ,588    ,451    ,483    ,606   ,1598    ,104    ,140    ,126    ,126    ,180     ,57     ,62     ,82     ,78     ,94     ,64     ,50     ,49     ,57     ,68     ,55     ,66     ,60     ,52     ,44
200410    ,588    ,449    ,481    ,604   ,1587    ,103    ,138    ,125    ,126    ,180     ,57     ,62     ,82     ,78     ,94     ,64     ,50     ,49     ,57     ,68     ,55     ,66     ,60     ,52     ,44
200411    ,587    ,447    ,481    ,602   ,1577    ,103    ,137    ,125    ,126    ,180     ,56     ,62     ,81     ,77     ,94     ,64     ,49     ,48     ,57     ,68     ,55     ,66     ,60     ,52     ,44
200412    ,586    ,443    ,474    ,594   ,1539    ,103    ,136    ,125    ,125    ,179     ,56     ,62     ,81     ,77     ,91     ,64     ,49     ,47     ,57     ,68     ,55     ,66     ,60     ,51     ,44
200501    ,587    ,442    ,475    ,594   ,1540    ,103    ,136    ,125    ,125    ,179     ,56     ,62     ,81     ,77     ,91     ,64     ,49     ,47     ,57     ,68     ,55     ,66     ,60     ,51     ,44
200502    ,586    ,441    ,473    ,594   ,1532    ,103    ,135    ,124    ,124    ,178     ,56     ,62     ,81     ,77     ,89     ,64     ,49     ,46     ,57     ,67     ,55     ,66     ,60     ,51     ,44
200503    ,584    ,439    ,471    ,591   ,1525    ,102    ,135    ,124    ,122    ,177     ,56     ,62     ,81     ,77     ,89     ,64     ,48     ,46     ,56     ,67     ,55     ,66     ,60     ,51     ,44
200504    ,583    ,438    ,471    ,591   ,1518    ,102    ,135    ,124    ,122    ,176     ,56     ,62     ,81     ,77     ,88     ,64     ,48     ,46     ,56     ,67     ,55     ,66     ,60     ,51     ,43
200505    ,581    ,437    ,470    ,591   ,1513    ,101    ,135    ,123    ,122    ,174     ,56     ,61     ,81     ,76     ,87     ,64     ,48     ,45     ,56     ,67     ,55     ,66     ,60     ,51     ,43
200506    ,578    ,437    ,466    ,589   ,1501     ,98    ,135    ,122    ,121    ,172     ,54     ,61     ,80     ,75     ,87     ,64     ,47     ,44     ,56     ,66     ,55     ,66     ,60     ,51     ,43
200507    ,646    ,479    ,554    ,567   ,1539    ,102    ,148    ,127    ,138    ,185     ,76     ,75     ,83     ,66     ,98     ,70     ,59     ,56     ,64     ,62     ,56     ,66     ,67     ,59     ,47
200508    ,640    ,475    ,553    ,564   ,1531    ,102    ,148    ,127    ,138    ,185     ,75     ,75     ,83     ,64     ,98     ,70     ,59     ,55     ,64     ,61     ,54     ,66     ,66     ,59     ,47
200509    ,637    ,475    ,551    ,560   ,1528    ,102    ,147    ,126    ,137    ,184     ,75     ,74     ,83     ,64     ,97     ,70     ,59     ,55     ,64     ,61     ,54     ,66     ,66     ,59     ,47
200510    ,634    ,474    ,547    ,558   ,1523    ,101    ,147    ,125    ,136    ,183     ,75     ,74     ,82     ,62     ,97     ,70     ,59     ,55     ,63     ,61     ,53     ,66     ,66     ,59     ,47
200511    ,633    ,473    ,547    ,553   ,1513    ,101    ,146    ,125    ,135    ,182     ,75     ,74     ,82     ,62     ,97     ,70     ,59     ,55     ,63     ,61     ,53     ,66     ,66     ,59     ,47
200512    ,630    ,472    ,543    ,550   ,1503    ,101    ,146    ,121    ,134    ,182     ,74     ,74     ,81     ,61     ,97     ,69     ,59     ,55     ,63     ,61     ,53     ,66     ,66     ,59     ,47
200601    ,626    ,470    ,541    ,547   ,1494    ,101    ,144    ,120    ,133    ,180     ,72     ,72     ,81     ,61     ,96     ,66     ,58     ,55     ,63     ,61     ,53     ,66     ,66     ,59     ,46
200602    ,624    ,467    ,539    ,543   ,1490    ,101    ,143    ,119    ,132    ,179     ,72     ,72     ,81     ,60     ,95     ,66     ,57     ,54     ,63     ,61     ,53     ,66     ,66     ,59     ,46
200603    ,623    ,466    ,536    ,542   ,1481    ,101    ,143    ,118    ,131    ,177     ,72     ,71     ,79     ,60     ,95     ,66     ,57     ,54     ,62     ,61     ,53     ,65     ,66     ,59     ,46
200604    ,623    ,464    ,534    ,538   ,1470    ,100    ,143    ,118    ,130    ,175     ,72     ,70     ,79     ,60     ,94     ,66     ,57     ,53     ,62     ,61     ,53     ,65     ,66     ,59     ,45
200605    ,622    ,461    ,533    ,538   ,1466    ,100    ,143    ,116    ,129    ,175     ,72     ,70     ,79     ,60     ,94     ,66     ,57     ,53     ,62     ,61     ,53     ,65     ,65     ,59     ,45
200606    ,617    ,459    ,531    ,537   ,1461    ,100    ,142    ,116    ,129    ,175     ,72     ,70     ,79     ,60     ,93     ,66     ,57     ,53     ,62     ,61     ,53     ,65     ,65     ,59     ,45
200607    ,712    ,482    ,514    ,592   ,1685    ,135    ,135    ,122    ,128    ,201     ,87     ,91     ,71     ,57    ,110     ,74     ,55     ,70     ,68     ,63     ,55     ,64     ,67     ,71     ,67
200608    ,709    ,477    ,511    ,590   ,1678    ,134    ,133    ,121    ,127    ,198     ,86     ,90     ,70     ,57    ,110     ,74     ,55     ,69     ,66     ,63     ,54     ,64     ,67     ,68     ,67
200609    ,706    ,475    ,509    ,587   ,1670    ,132    ,132    ,119    ,127    ,198     ,86     ,89     ,70     ,57    ,110     ,74     ,54     ,69     ,65     ,63     ,54     ,64     ,67     ,68     ,66
200610    ,703    ,472    ,506    ,584   ,1655    ,132    ,132    ,117    ,127    ,196     ,86     ,89     ,69     ,57    ,108     ,74     ,54     ,69     ,64     ,62     ,54     ,63     ,66     ,68     ,66
200611    ,690    ,466    ,502    ,582   ,1634    ,131    ,132    ,116    ,127    ,195     ,86     ,89     ,69     ,57    ,108     ,74     ,54     ,69     ,64     ,62     ,53     ,63     ,65     ,68     ,66
200612    ,688    ,463    ,499    ,580   ,1625    ,130    ,132    ,115    ,127    ,195     ,86     ,88     ,67     ,57    ,108     ,74     ,54     ,69     ,64     ,62     ,53     ,62     ,65     ,68     ,66
200701    ,683    ,461    ,495    ,573   ,1617    ,130    ,131    ,115    ,126    ,195     ,85     ,86     ,66     ,56    ,108     ,74     ,53     ,68     ,64     ,61     ,52     ,62     ,65     ,68     ,66
200702    ,682    ,461    ,492    ,568   ,1608    ,130    ,131    ,114    ,126    ,193     ,85     ,86     ,66     ,55    ,107     ,72     ,53     ,68     ,64     ,61     ,52     ,62     ,65     ,67     ,66
200703    ,671    ,459    ,490    ,564   ,1602    ,130    ,131    ,112    ,126    ,192     ,84     ,86     ,66     ,55    ,107     ,72     ,53     ,68     ,64     ,61     ,52     ,62     ,65     ,67     ,66
200704    ,665    ,458    ,488    ,560   ,1594    ,129    ,130    ,112    ,126    ,192     ,83     ,85     ,65     ,55    ,107     ,72     ,53     ,68     ,63     ,61     ,52     ,62     ,65     ,67     ,66
200705    ,660    ,458    ,487    ,559   ,1585    ,128    ,130    ,111    ,126    ,192     ,83     ,85     ,65     ,55    ,106     ,71     ,53     ,68     ,63     ,60     ,51     ,62     ,65     ,67     ,65
200706    ,656    ,453    ,484    ,556   ,1573    ,127    ,130    ,111    ,125    ,189     ,81     ,84     ,65     ,55    ,106     ,71     ,53     ,68     ,63     ,60     ,51     ,62     ,65     ,67     ,65
200707    ,683    ,538    ,469    ,565   ,1952    ,145    ,137    ,123    ,126    ,223    ,104     ,85     ,64     ,88    ,115     ,82     ,74     ,74     ,62     ,59     ,54     ,64     ,68     ,74     ,69
200708    ,682    ,538    ,469    ,560   ,1943    ,145    ,136    ,122    ,126    ,223    ,102     ,85     ,63     ,88    ,115     ,82     ,74     ,74     ,60     ,58     ,54     ,64     ,67     ,73     ,69
200709    ,680    ,537    ,468    ,557   ,1929    ,144    ,135    ,122    ,124    ,222    ,102     ,85     ,63     ,88    ,115     ,81     ,74     ,74     ,60     ,58     ,54     ,63     ,67     ,72     ,69
200710    ,676    ,534    ,467    ,557   ,1918    ,144    ,135    ,122    ,123    ,221    ,102     ,85     ,63     ,88    ,114     ,80     ,74     ,74     ,60     ,58     ,53     ,63     ,67     ,71     ,69
200711    ,672    ,531    ,465    ,549   ,1908    ,143    ,134    ,120    ,122    ,218    ,102     ,85     ,63     ,87    ,113     ,80     ,74     ,74     ,60     ,57     ,53     ,63     ,67     ,71     ,69
200712    ,667    ,525    ,463    ,549   ,1897    ,143    ,132    ,120    ,122    ,218    ,102     ,84     ,63     ,86    ,113     ,79     ,74     ,74     ,59     ,57     ,53     ,63     ,67     ,71     ,68
200801    ,667    ,519    ,460    ,545   ,1886    ,143    ,132    ,120    ,120    ,219    ,100     ,83     ,63     ,86    ,113     ,78     ,74     ,73     ,59     ,57     ,52     ,63     ,67     ,71     ,68
200802    ,664    ,518    ,456    ,545   ,1876    ,142    ,133    ,118    ,120    ,218    ,100     ,83     ,63     ,85    ,113     ,78     ,74     ,73     ,58     ,57     ,52     ,63     ,67     ,71     ,68
200803    ,659    ,516    ,452    ,543   ,1865    ,141    ,132    ,118    ,119    ,218    ,100     ,82     ,62     ,85    ,113     ,78     ,74     ,70     ,57     ,57     ,51     ,63     ,67     ,71     ,68
200804    ,656    ,515    ,450    ,539   ,1860    ,139    ,132    ,117    ,116    ,216    ,100     ,82     ,62     ,85    ,113     ,77     ,74     ,70     ,57     ,57     ,51     ,63     ,67     ,71     ,68
200805    ,654    ,515    ,449    ,536   ,1853    ,137    ,132    ,115    ,116    ,213     ,99     ,82     ,62     ,84    ,112     ,77     ,74     ,70     ,56     ,57     ,51     ,63     ,67     ,70     ,66
200806    ,652    ,510    ,449    ,529   ,1837    ,136    ,131    ,115    ,115    ,213     ,99     ,82     ,62     ,84    ,111     ,77     ,73     ,70     ,56     ,56     ,49     ,63     ,67     ,70     ,65
200807    ,520    ,533    ,606    ,789   ,1943    ,101    ,127    ,137    ,180    ,223     ,86     ,78     ,84     ,83    ,105     ,68     ,73     ,62     ,57     ,71     ,58     ,54     ,63     ,59     ,53
200808    ,518    ,532    ,603    ,786   ,1929    ,101    ,127    ,136    ,179    ,221     ,86     ,77     ,84     ,83    ,105     ,67     ,72     ,62     ,57     ,71     ,58     ,54     ,63     ,58     ,53
200809    ,512    ,529    ,600    ,784   ,1920    ,101    ,126    ,136    ,178    ,220     ,85     ,77     ,84     ,82    ,105     ,67     ,72     ,61     ,57     ,70     ,58     ,54     ,63     ,58     ,53
200810    ,510    ,526    ,597    ,780   ,1907    ,101    ,126    ,136    ,178    ,219     ,85     ,77     ,83     ,81    ,105     ,67     ,72     ,60     ,57     ,70     ,58     ,53     ,63     ,57     ,53
200811    ,508    ,526    ,596    ,774   ,1891    ,101    ,125    ,135    ,178    ,214     ,85     ,75     ,83     ,80    ,105     ,67     ,72     ,60     ,57     ,70     ,58     ,53     ,63     ,57     ,53
200812    ,504    ,525    ,595    ,772   ,1880    ,101    ,124    ,135    ,177    ,214     ,84     ,75     ,83     ,80    ,105     ,67     ,72     ,60     ,57     ,70     ,58     ,53     ,63     ,57     ,53
200901    ,499    ,523    ,586    ,768   ,1858     ,99    ,120    ,132    ,174    ,210     ,84     ,75     ,82     ,80    ,105     ,67     ,72     ,60     ,56     ,70     ,58     ,52     ,63     ,57     ,53
200902    ,497    ,520    ,583    ,766   ,1852     ,99    ,119    ,131    ,173    ,209     ,84     ,75     ,82     ,80    ,105     ,67     ,72     ,60     ,56     ,69     ,58     ,52     ,63     ,57     ,52
200903    ,495    ,519    ,579    ,759   ,1838     ,99    ,117    ,130    ,172    ,208     ,83     ,75     ,82     ,80    ,104     ,67     ,70     ,60     ,55     ,68     ,57     ,52     ,63     ,57     ,51
200904    ,493    ,515    ,574    ,756   ,1814     ,99    ,116    ,130    ,170    ,207     ,82     ,74     ,82     ,80    ,104     ,67     ,70     ,60     ,55     ,68     ,57     ,52     ,63     ,57     ,51
200905    ,491    ,513    ,571    ,750   ,1807     ,98    ,115    ,129    ,170    ,204     ,82     ,74     ,82     ,80    ,103     ,67     ,70     ,60     ,54     ,68     ,57     ,52     ,63     ,57     ,51
200906    ,488    ,512    ,569    ,742   ,1795     ,98    ,115    ,129    ,170    ,203     ,82     ,74     ,82     ,80    ,103     ,67     ,70     ,59     ,54     ,68     ,57     ,52     ,63     ,57     ,51
200907    ,469    ,487    ,486    ,778   ,2007     ,80    ,120    ,108    ,160    ,204     ,57     ,72     ,62     ,82    ,104     ,48     ,65     ,52     ,62     ,67     ,65     ,48     ,56     ,48     ,43
200908    ,464    ,485    ,485    ,774   ,1992     ,80    ,119    ,108    ,159    ,204     ,57     ,72     ,62     ,82    ,104     ,48     ,65     ,52     ,62     ,67     ,65     ,48     ,56     ,48     ,43
200909    ,461    ,481    ,483    ,772   ,1982     ,79    ,119    ,108    ,159    ,204     ,57     ,72     ,62     ,82    ,102     ,48     ,65     ,52     ,62     ,67     ,64     ,48     ,56     ,48     ,43
200910    ,460    ,479    ,482    ,769   ,1970     ,79    ,119    ,108    ,158    ,204     ,56     ,72     ,62     ,82    ,102     ,47     ,64     ,52     ,62     ,67     ,63     ,48     ,56     ,47     ,43
200911    ,456    ,477    ,480    ,764   ,1955     ,79    ,117    ,107    ,158    ,204     ,55     ,70     ,60     ,82    ,102     ,47     ,64     ,52     ,62     ,67     ,63     ,48     ,56     ,47     ,43
200912    ,455    ,475    ,477    ,761   ,1947     ,79    ,116    ,107    ,157    ,203     ,54     ,70     ,60     ,82    ,101     ,47     ,64     ,52     ,61     ,67     ,63     ,48     ,56     ,47     ,43
201001    ,450    ,471    ,472    ,756   ,1929     ,78    ,116    ,107    ,157    ,201     ,54     ,70     ,60     ,82    ,100     ,47     ,64     ,51     ,61     ,67     ,62     ,48     ,56     ,47     ,43
201002    ,448    ,470    ,470    ,751   ,1916     ,77    ,116    ,107    ,157    ,201     ,54     ,70     ,60     ,82    ,100     ,47     ,64     ,51     ,61     ,67     ,62     ,48     ,56     ,47     ,43
201003    ,445    ,468    ,470    ,746   ,1909     ,76    ,116    ,106    ,157    ,201     ,54     ,70     ,60     ,82    ,100     ,47     ,64     ,51     ,61     ,67     ,62     ,48     ,56     ,47     ,43
201004    ,444    ,467    ,467    ,743   ,1895     ,74    ,116    ,105    ,157    ,201     ,54     ,70     ,60     ,82    ,100     ,47     ,64     ,50     ,61     ,67     ,62     ,47     ,56     ,47     ,43
201005    ,443    ,467    ,466    ,740   ,1885     ,74    ,116    ,103    ,156    ,201     ,54     ,69     ,60     ,82    ,100     ,47     ,64     ,50     ,61     ,66     ,62     ,47     ,56     ,46     ,43
201006    ,441    ,465    ,463    ,739   ,1876     ,74    ,116    ,103    ,156    ,200     ,54     ,69     ,60     ,81     ,99     ,47     ,64     ,50     ,60     ,66     ,62     ,47     ,56     ,46     ,43
201007    ,539    ,377    ,487    ,728   ,1822    ,101     ,98    ,104    ,134    ,190     ,65     ,57     ,77     ,74     ,92     ,59     ,58     ,60     ,51     ,66     ,55     ,62     ,46     ,60     ,41
201008    ,536    ,375    ,486    ,718   ,1808    ,100     ,97    ,104    ,133    ,189     ,65     ,56     ,77     ,74     ,92     ,59     ,58     ,60     ,51     ,66     ,55     ,62     ,45     ,60     ,41
201009    ,534    ,375    ,482    ,712   ,1801     ,99     ,98    ,104    ,133    ,188     ,65     ,56     ,77     ,74     ,92     ,59     ,58     ,60     ,50     ,66     ,55     ,62     ,45     ,60     ,41
201010    ,531    ,374    ,481    ,711   ,1790     ,99     ,96    ,104    ,133    ,188     ,64     ,56     ,77     ,74     ,92     ,59     ,58     ,58     ,50     ,66     ,55     ,62     ,45     ,60     ,41
201011    ,528    ,370    ,479    ,710   ,1780     ,99     ,96    ,104    ,133    ,186     ,64     ,56     ,76     ,74     ,91     ,59     ,58     ,58     ,50     ,66     ,55     ,62     ,45     ,60     ,41
201012    ,523    ,366    ,479    ,708   ,1767     ,98     ,96    ,104    ,133    ,183     ,64     ,56     ,76     ,74     ,91     ,58     ,58     ,58     ,50     ,66     ,55     ,62     ,45     ,60     ,41
201101    ,519    ,366    ,477    ,702   ,1757     ,97     ,94    ,104    ,132    ,182     ,64     ,56     ,76     ,74     ,91     ,58     ,57     ,58     ,50     ,66     ,55     ,62     ,45     ,60     ,41
201102    ,513    ,365    ,477    ,697   ,1753     ,97     ,94    ,104    ,130    ,181     ,63     ,54     ,76     ,74     ,91     ,58     ,57     ,57     ,49     ,66     ,55     ,62     ,45     ,60     ,41
201103    ,513    ,363    ,477    ,693   ,1744     ,97     ,94    ,104    ,130    ,181     ,63     ,54     ,76     ,74     ,91     ,58     ,57     ,57     ,49     ,66     ,55     ,62     ,45     ,60     ,41
201104    ,510    ,360    ,476    ,692   ,1729     ,97     ,92    ,104    ,130    ,180     ,62     ,54     ,75     ,74     ,91     ,58     ,57     ,57     ,49     ,66     ,55     ,62     ,45     ,60     ,41
201105    ,509    ,358    ,472    ,688   ,1718     ,96     ,91    ,102    ,128    ,180     ,62     ,54     ,75     ,73     ,90     ,58     ,57     ,57     ,49     ,66     ,55     ,62     ,45     ,60     ,41
201106    ,506    ,354    ,469    ,688   ,1713     ,96     ,91    ,102    ,127    ,180     ,62     ,54     ,74     ,73     ,90     ,58     ,57     ,57     ,49     ,65     ,55     ,62     ,45     ,60     ,41
201107    ,533    ,391    ,559    ,768   ,1678    ,100     ,95    ,127    ,123    ,144     ,67     ,47     ,74     ,77     ,86     ,58     ,68     ,59     ,41     ,55     ,48     ,54     ,51     ,59     ,56
201108    ,530    ,389    ,557    ,766   ,1669     ,99     ,95    ,127    ,120    ,143     ,67     ,47     ,74     ,77     ,86     ,58     ,68     ,59     ,41     ,55     ,48     ,54     ,51     ,59     ,55
201109    ,527    ,388    ,557    ,764   ,1662     ,99     ,94    ,126    ,119    ,143     ,67     ,47     ,74     ,77     ,86     ,58     ,68     ,58     ,41     ,55     ,48     ,54     ,51     ,59     ,54
